event_key,Issue Time,issue_count,first_issue,last_issue,Valid From,Valid To,warning_type,warning_text,location,warning_colour
2021-10-31 11:15:30+00:00_2021-10-31 14:00:00+00:00_Yellow Wind_Yellow_Munster,2021-10-31 11:15:30+00:00,1,2021-10-31 11:15:30+00:00,2021-10-31 11:15:30+00:00,2021-10-31 11:15:30+00:00,2021-10-31 14:00:00+00:00,Yellow Wind,West to northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,Munster,Yellow
"2021-10-31 11:15:30+00:00_2021-10-31 22:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2021-10-31 11:15:30+00:00,1,2021-10-31 11:15:30+00:00,2021-10-31 11:15:30+00:00,2021-10-31 11:15:30+00:00,2021-10-31 22:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Galway, Mayo",Yellow
2021-10-31 13:39:59+00:00_2021-10-31 20:00:00+00:00_Yellow Wind_Yellow_Munster,2021-10-31 13:39:59+00:00,1,2021-10-31 13:39:59+00:00,2021-10-31 13:39:59+00:00,2021-10-31 13:39:59+00:00,2021-10-31 20:00:00+00:00,Yellow Wind,West to northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,Munster,Yellow
"2021-10-31 13:39:59+00:00_2021-10-31 22:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2021-10-31 13:39:59+00:00,1,2021-10-31 13:39:59+00:00,2021-10-31 13:39:59+00:00,2021-10-31 13:39:59+00:00,2021-10-31 22:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Galway, Mayo",Yellow
"2021-10-31 13:39:59+00:00_2021-10-31 23:00:00+00:00_Yellow Wind_Yellow_Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow",2021-10-31 13:39:59+00:00,1,2021-10-31 13:39:59+00:00,2021-10-31 13:39:59+00:00,2021-10-31 13:39:59+00:00,2021-10-31 23:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow",Yellow
"2021-10-31 13:39:59+00:00_2021-11-01 05:00:00+00:00_Yellow Wind_Yellow_Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",2021-10-31 13:39:59+00:00,1,2021-10-31 13:39:59+00:00,2021-10-31 13:39:59+00:00,2021-10-31 13:39:59+00:00,2021-11-01 05:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",Yellow
"2021-10-31 13:39:59+00:00_2021-11-01 06:00:00+00:00_Yellow Wind_Yellow_Donegal, Leitrim, Sligo",2021-10-31 13:39:59+00:00,1,2021-10-31 13:39:59+00:00,2021-10-31 13:39:59+00:00,2021-10-31 13:39:59+00:00,2021-11-01 06:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Donegal, Leitrim, Sligo",Yellow
2021-10-31 17:11:55+00:00_2021-10-31 20:00:00+00:00_Yellow Wind_Yellow_Munster,2021-10-31 17:11:55+00:00,1,2021-10-31 17:11:55+00:00,2021-10-31 17:11:55+00:00,2021-10-31 17:11:55+00:00,2021-10-31 20:00:00+00:00,Yellow Wind,West to northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,Munster,Yellow
"2021-10-31 17:11:55+00:00_2021-10-31 22:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2021-10-31 17:11:55+00:00,1,2021-10-31 17:11:55+00:00,2021-10-31 17:11:55+00:00,2021-10-31 17:11:55+00:00,2021-10-31 22:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Galway, Mayo",Yellow
"2021-10-31 17:11:55+00:00_2021-10-31 23:00:00+00:00_Yellow Wind_Yellow_Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow",2021-10-31 17:11:55+00:00,1,2021-10-31 17:11:55+00:00,2021-10-31 17:11:55+00:00,2021-10-31 17:11:55+00:00,2021-10-31 23:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow",Yellow
"2021-10-31 17:11:55+00:00_2021-11-01 05:00:00+00:00_Yellow Wind_Yellow_Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",2021-10-31 17:11:55+00:00,1,2021-10-31 17:11:55+00:00,2021-10-31 17:11:55+00:00,2021-10-31 17:11:55+00:00,2021-11-01 05:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",Yellow
"2021-10-31 17:11:55+00:00_2021-11-01 06:00:00+00:00_Yellow Wind_Yellow_Donegal, Leitrim, Sligo",2021-10-31 17:11:55+00:00,1,2021-10-31 17:11:55+00:00,2021-10-31 17:11:55+00:00,2021-10-31 17:11:55+00:00,2021-11-01 06:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Donegal, Leitrim, Sligo",Yellow
2021-10-31 17:14:15+00:00_2021-10-31 20:00:00+00:00_Yellow Wind_Yellow_Munster,2021-10-31 17:14:15+00:00,1,2021-10-31 17:14:15+00:00,2021-10-31 17:14:15+00:00,2021-10-31 17:14:15+00:00,2021-10-31 20:00:00+00:00,Yellow Wind,West to northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,Munster,Yellow
"2021-10-31 17:14:15+00:00_2021-10-31 22:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2021-10-31 17:14:15+00:00,1,2021-10-31 17:14:15+00:00,2021-10-31 17:14:15+00:00,2021-10-31 17:14:15+00:00,2021-10-31 22:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Galway, Mayo",Yellow
"2021-10-31 17:14:15+00:00_2021-10-31 23:00:00+00:00_Yellow Wind_Yellow_Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow",2021-10-31 17:14:15+00:00,1,2021-10-31 17:14:15+00:00,2021-10-31 17:14:15+00:00,2021-10-31 17:14:15+00:00,2021-10-31 23:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow",Yellow
"2021-10-31 17:14:15+00:00_2021-11-01 05:00:00+00:00_Yellow Wind_Yellow_Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",2021-10-31 17:14:15+00:00,1,2021-10-31 17:14:15+00:00,2021-10-31 17:14:15+00:00,2021-10-31 17:14:15+00:00,2021-11-01 05:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",Yellow
"2021-10-31 17:14:15+00:00_2021-11-01 06:00:00+00:00_Yellow Wind_Yellow_Donegal, Leitrim, Sligo",2021-10-31 17:14:15+00:00,1,2021-10-31 17:14:15+00:00,2021-10-31 17:14:15+00:00,2021-10-31 17:14:15+00:00,2021-11-01 06:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Donegal, Leitrim, Sligo",Yellow
2021-10-31 19:17:09+00:00_2021-10-31 20:00:00+00:00_Yellow Wind_Yellow_Munster,2021-10-31 19:17:09+00:00,1,2021-10-31 19:17:09+00:00,2021-10-31 19:17:09+00:00,2021-10-31 19:17:09+00:00,2021-10-31 20:00:00+00:00,Yellow Wind,West to northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,Munster,Yellow
"2021-10-31 19:17:09+00:00_2021-10-31 22:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2021-10-31 19:17:09+00:00,1,2021-10-31 19:17:09+00:00,2021-10-31 19:17:09+00:00,2021-10-31 19:17:09+00:00,2021-10-31 22:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Galway, Mayo",Yellow
"2021-10-31 19:17:09+00:00_2021-10-31 23:00:00+00:00_Yellow Wind_Yellow_Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow",2021-10-31 19:17:09+00:00,1,2021-10-31 19:17:09+00:00,2021-10-31 19:17:09+00:00,2021-10-31 19:17:09+00:00,2021-10-31 23:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow",Yellow
"2021-10-31 19:17:09+00:00_2021-11-01 05:00:00+00:00_Yellow Wind_Yellow_Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",2021-10-31 19:17:09+00:00,1,2021-10-31 19:17:09+00:00,2021-10-31 19:17:09+00:00,2021-10-31 19:17:09+00:00,2021-11-01 05:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",Yellow
"2021-10-31 19:17:09+00:00_2021-11-01 06:00:00+00:00_Yellow Wind_Yellow_Donegal, Leitrim, Sligo",2021-10-31 19:17:09+00:00,1,2021-10-31 19:17:09+00:00,2021-10-31 19:17:09+00:00,2021-10-31 19:17:09+00:00,2021-11-01 06:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Donegal, Leitrim, Sligo",Yellow
"2021-10-31 22:58:00+00:00_2021-10-31 23:00:00+00:00_Yellow Wind_Yellow_Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow",2021-10-31 22:58:00+00:00,1,2021-10-31 22:58:00+00:00,2021-10-31 22:58:00+00:00,2021-10-31 22:58:00+00:00,2021-10-31 23:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow",Yellow
"2021-10-31 22:58:00+00:00_2021-11-01 05:00:00+00:00_Yellow Wind_Yellow_Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",2021-10-31 22:58:00+00:00,1,2021-10-31 22:58:00+00:00,2021-10-31 22:58:00+00:00,2021-10-31 22:58:00+00:00,2021-11-01 05:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",Yellow
"2021-10-31 22:58:00+00:00_2021-11-01 06:00:00+00:00_Yellow Wind_Yellow_Donegal, Leitrim, Sligo",2021-10-31 22:58:00+00:00,1,2021-10-31 22:58:00+00:00,2021-10-31 22:58:00+00:00,2021-10-31 22:58:00+00:00,2021-11-01 06:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Donegal, Leitrim, Sligo",Yellow
"2021-10-31 23:00:08+00:00_2021-10-31 23:00:00+00:00_Yellow Wind_Yellow_Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow",2021-10-31 23:00:08+00:00,1,2021-10-31 23:00:08+00:00,2021-10-31 23:00:08+00:00,2021-10-31 23:00:08+00:00,2021-10-31 23:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Carlow, Dublin, Kildare, Kilkenny, Laois, Offaly, Wexford, Wicklow",Yellow
"2021-10-31 23:00:08+00:00_2021-11-01 05:00:00+00:00_Yellow Wind_Yellow_Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",2021-10-31 23:00:08+00:00,1,2021-10-31 23:00:08+00:00,2021-10-31 23:00:08+00:00,2021-10-31 23:00:08+00:00,2021-11-01 05:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",Yellow
"2021-10-31 23:00:08+00:00_2021-11-01 06:00:00+00:00_Yellow Wind_Yellow_Donegal, Leitrim, Sligo",2021-10-31 23:00:08+00:00,1,2021-10-31 23:00:08+00:00,2021-10-31 23:00:08+00:00,2021-10-31 23:00:08+00:00,2021-11-01 06:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Donegal, Leitrim, Sligo",Yellow
"2021-11-01 04:35:34+00:00_2021-11-01 05:00:00+00:00_Yellow Wind_Yellow_Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",2021-11-01 04:35:34+00:00,1,2021-11-01 04:35:34+00:00,2021-11-01 04:35:34+00:00,2021-11-01 04:35:34+00:00,2021-11-01 05:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",Yellow
"2021-11-01 04:35:34+00:00_2021-11-01 06:00:00+00:00_Yellow Wind_Yellow_Donegal, Leitrim, Sligo",2021-11-01 04:35:34+00:00,1,2021-11-01 04:35:34+00:00,2021-11-01 04:35:34+00:00,2021-11-01 04:35:34+00:00,2021-11-01 06:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Donegal, Leitrim, Sligo",Yellow
"2021-11-01 04:39:54+00:00_2021-11-01 05:00:00+00:00_Yellow Wind_Yellow_Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",2021-11-01 04:39:54+00:00,1,2021-11-01 04:39:54+00:00,2021-11-01 04:39:54+00:00,2021-11-01 04:39:54+00:00,2021-11-01 05:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",Yellow
"2021-11-01 04:39:54+00:00_2021-11-01 06:00:00+00:00_Yellow Wind_Yellow_Donegal, Leitrim, Sligo",2021-11-01 04:39:54+00:00,1,2021-11-01 04:39:54+00:00,2021-11-01 04:39:54+00:00,2021-11-01 04:39:54+00:00,2021-11-01 06:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Donegal, Leitrim, Sligo",Yellow
"2021-11-01 04:41:28+00:00_2021-11-01 05:00:00+00:00_Yellow Wind_Yellow_Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",2021-11-01 04:41:28+00:00,1,2021-11-01 04:41:28+00:00,2021-11-01 04:41:28+00:00,2021-11-01 04:41:28+00:00,2021-11-01 05:00:00+00:00,Yellow Wind,Westerly winds will reach mean speeds of up 65km/hr with gusts of up to 100 km/hr.,"Cavan, Monaghan, Longford, Louth, Meath, Westmeath, Roscommon",Yellow
"2021-11-01 04:41:28+00:00_2021-11-01 06:00:00+00:00_Yellow Wind_Yellow_Donegal, Leitrim, Sligo",2021-11-01 04:41:28+00:00,1,2021-11-01 04:41:28+00:00,2021-11-01 04:41:28+00:00,2021-11-01 04:41:28+00:00,2021-11-01 06:00:00+00:00,Yellow Wind,Northwest winds will reach mean speeds of up 65km/hr with gusts of up to 90-110km/hr and higher gusts along coasts and exposed hills.,"Donegal, Leitrim, Sligo",Yellow
"2021-11-11 13:06:48+00:00_2021-11-12 08:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2021-11-11 13:06:48+00:00,1,2021-11-11 13:06:48+00:00,2021-11-11 13:06:48+00:00,2021-11-11 13:06:48+00:00,2021-11-12 08:00:00+00:00,Yellow Wind,"From late this afternoon (Thursday) and overnight, south to southwest winds, veering west to southwest, will occasionally reach mean speeds of 45 to 65 Km/hr with gusts of 90 to 110 km/hr, strongest in the west.","Galway, Mayo",Yellow
"2021-11-11 18:23:03+00:00_2021-11-12 08:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2021-11-11 18:23:03+00:00,1,2021-11-11 18:23:03+00:00,2021-11-11 18:23:03+00:00,2021-11-11 18:23:03+00:00,2021-11-12 08:00:00+00:00,Yellow Wind,"From late this afternoon (Thursday) and overnight, south to southwest winds, veering west to southwest, will occasionally reach mean speeds of 45 to 65 Km/hr with gusts of 90 to 110 km/hr, strongest in the west.","Galway, Mayo",Yellow
"2021-11-11 23:06:57+00:00_2021-11-12 08:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2021-11-11 23:06:57+00:00,1,2021-11-11 23:06:57+00:00,2021-11-11 23:06:57+00:00,2021-11-11 23:06:57+00:00,2021-11-12 08:00:00+00:00,Yellow Wind,"From late this afternoon (Thursday) and overnight, south to southwest winds, veering west to southwest, will occasionally reach mean speeds of 45 to 65 Km/hr with gusts of 90 to 110 km/hr, strongest in the west.","Galway, Mayo",Yellow
2021-11-22 16:26:19+00:00_2021-11-23 10:00:00+00:00_Yellow fog_Yellow_Munster,2021-11-22 16:26:19+00:00,1,2021-11-22 16:26:19+00:00,2021-11-22 16:26:19+00:00,2021-11-22 16:26:19+00:00,2021-11-23 10:00:00+00:00,Yellow fog,"Dense fog developing in places tonight and lingering tomorrow, leading to hazardous conditions on roads.",Munster,Yellow
2021-11-24 15:47:12+00:00_2021-11-27 06:00:00+00:00_Yellow Wind_Yellow_Donegal,2021-11-24 15:47:12+00:00,1,2021-11-24 15:47:12+00:00,2021-11-24 15:47:12+00:00,2021-11-24 15:47:12+00:00,2021-11-27 06:00:00+00:00,Yellow Wind,"Northerly winds are expected to reach mean speeds in excess of 50km/h with gusts in excess of 90km/h. 

This warning will be update Thursday morning.",Donegal,Yellow
2021-11-24 15:51:18+00:00_2021-11-27 06:00:00+00:00_Yellow Wind_Yellow_Donegal,2021-11-24 15:51:18+00:00,1,2021-11-24 15:51:18+00:00,2021-11-24 15:51:18+00:00,2021-11-24 15:51:18+00:00,2021-11-27 06:00:00+00:00,Yellow Wind,"Northerly winds are expected to reach mean speeds in excess of 50km/h with gusts in excess of 90km/h. 

This warning will be updated Thursday morning.",Donegal,Yellow
2021-11-24 16:58:14+00:00_2021-11-27 06:00:00+00:00_Yellow Wind_Yellow_Donegal,2021-11-24 16:58:14+00:00,1,2021-11-24 16:58:14+00:00,2021-11-24 16:58:14+00:00,2021-11-24 16:58:14+00:00,2021-11-27 06:00:00+00:00,Yellow Wind,"Northerly winds are expected to reach mean speeds in excess of 50km/h with gusts in excess of 90km/h. 

This warning will be updated Thursday morning.",Donegal,Yellow
2021-11-24 23:03:12+00:00_2021-11-27 06:00:00+00:00_Yellow Wind_Yellow_Donegal,2021-11-24 23:03:12+00:00,1,2021-11-24 23:03:12+00:00,2021-11-24 23:03:12+00:00,2021-11-24 23:03:12+00:00,2021-11-27 06:00:00+00:00,Yellow Wind,"Northerly winds are expected to reach mean speeds in excess of 50km/h with gusts in excess of 90km/h. 

This warning will be updated Thursday morning.",Donegal,Yellow
2021-11-24 23:11:09+00:00_2021-11-27 06:00:00+00:00_Yellow Wind_Yellow_Donegal,2021-11-24 23:11:09+00:00,1,2021-11-24 23:11:09+00:00,2021-11-24 23:11:09+00:00,2021-11-24 23:11:09+00:00,2021-11-27 06:00:00+00:00,Yellow Wind,"Northerly winds are expected to reach mean speeds in excess of 50km/h with gusts in excess of 90km/h. 

This warning will be updated Thursday morning.",Donegal,Yellow
2021-11-25 04:58:45+00:00_2021-11-27 06:00:00+00:00_Yellow Wind_Yellow_Donegal,2021-11-25 04:58:45+00:00,1,2021-11-25 04:58:45+00:00,2021-11-25 04:58:45+00:00,2021-11-25 04:58:45+00:00,2021-11-27 06:00:00+00:00,Yellow Wind,"Northerly winds are expected to reach mean speeds in excess of 50km/h with gusts in excess of 90km/h. 

This warning will be updated Thursday morning.",Donegal,Yellow
2021-11-25 11:06:48+00:00_2021-11-27 06:00:00+00:00_Yellow Wind_Yellow_Donegal,2021-11-25 11:06:48+00:00,1,2021-11-25 11:06:48+00:00,2021-11-25 11:06:48+00:00,2021-11-25 11:06:48+00:00,2021-11-27 06:00:00+00:00,Yellow Wind,"Through Friday afternoon, evening and night, northerly winds will reach mean speed of 45 to 65 km/hr with gusts of 90 to 110 km/hr with significantly higher gusts at times along north facing coasts and on the Inishowen Peninsula. 

Possible wave and spray overtopping along north facing coasts at times of High tide on Friday night.
",Donegal,Yellow
"2021-11-25 11:15:42+00:00_2021-11-27 05:00:00+00:00_Yellow Wind_Yellow_Mayo, Sligo",2021-11-25 11:15:42+00:00,1,2021-11-25 11:15:42+00:00,2021-11-25 11:15:42+00:00,2021-11-25 11:15:42+00:00,2021-11-27 05:00:00+00:00,Yellow Wind,"Through Friday afternoon, evening and night, northerly winds will reach mean speed of 45 to 65 Km/hr with gusts of 90 to 110 km/hr

Possibility of wave and spray overtopping along north facing coasts at times of High tide on Friday night.
","Mayo, Sligo",Yellow
2021-11-25 11:15:42+00:00_2021-11-27 06:00:00+00:00_Yellow Wind_Yellow_Donegal,2021-11-25 11:15:42+00:00,1,2021-11-25 11:15:42+00:00,2021-11-25 11:15:42+00:00,2021-11-25 11:15:42+00:00,2021-11-27 06:00:00+00:00,Yellow Wind,"Through Friday afternoon, evening and night, northerly winds will reach mean speed of 45 to 65 km/hr with gusts of 90 to 110 km/hr with significantly higher gusts at times along north facing coasts and on the Inishowen Peninsula. 

Possible wave and spray overtopping along north facing coasts at times of High tide on Friday night.
",Donegal,Yellow
"2021-11-25 12:29:23+00:00_2021-11-27 05:00:00+00:00_Yellow Wind_Yellow_Mayo, Sligo",2021-11-25 12:29:23+00:00,1,2021-11-25 12:29:23+00:00,2021-11-25 12:29:23+00:00,2021-11-25 12:29:23+00:00,2021-11-27 05:00:00+00:00,Yellow Wind,"Through Friday afternoon, evening and night, northerly winds will reach mean speed of 45 to 65 Km/hr with gusts of 90 to 110 km/hr

Possibility of wave and spray overtopping along north facing coasts at times of High tide on Friday night.
","Mayo, Sligo",Yellow
2021-11-25 12:29:23+00:00_2021-11-27 06:00:00+00:00_Yellow Wind_Yellow_Donegal,2021-11-25 12:29:23+00:00,1,2021-11-25 12:29:23+00:00,2021-11-25 12:29:23+00:00,2021-11-25 12:29:23+00:00,2021-11-27 06:00:00+00:00,Yellow Wind,"Through Friday afternoon, evening and night, northerly winds will reach mean speed of 45 to 65 km/hr with gusts of 90 to 110 km/hr with significantly higher gusts at times along north facing coasts and on the Inishowen Peninsula. 

Possible wave and spray overtopping along north facing coasts at times of High tide on Friday night.
",Donegal,Yellow
"2021-11-25 15:55:38+00:00_2021-11-27 05:00:00+00:00_Yellow Wind_Yellow_Mayo, Sligo",2021-11-25 15:55:38+00:00,1,2021-11-25 15:55:38+00:00,2021-11-25 15:55:38+00:00,2021-11-25 15:55:38+00:00,2021-11-27 05:00:00+00:00,Yellow Wind,"Through Friday afternoon, evening and night, northerly winds will reach mean speed of 45 to 65 Km/hr with gusts of 90 to 110 km/hr

Possibility of wave and spray overtopping along north facing coasts at times of High tide on Friday night.
","Mayo, Sligo",Yellow
2021-11-25 15:55:38+00:00_2021-11-27 06:00:00+00:00_Yellow Wind_Yellow_Donegal,2021-11-25 15:55:38+00:00,1,2021-11-25 15:55:38+00:00,2021-11-25 15:55:38+00:00,2021-11-25 15:55:38+00:00,2021-11-27 06:00:00+00:00,Yellow Wind,"Through Friday afternoon, evening and night, northerly winds will reach mean speed of 45 to 65 km/hr with gusts of 90 to 110 km/hr with significantly higher gusts at times along north facing coasts and on the Inishowen Peninsula. 

Possible wave and spray overtopping along north facing coasts at times of High tide on Friday night.
",Donegal,Yellow
