id,name,irish_name,county,country,type
405,Aghanure,Achadh an Iúir,Kildare,Republic of Ireland,Townland
406,Aghanure,,Laois,Republic of Ireland,Townland
407,Aghanursan,,Donegal,Republic of Ireland,Townland
408,Aghanvally,Achadh an Bhealaigh,Longford,Republic of Ireland,Townland
409,Aghanvilla,Achadh an Bhile,Offaly,Republic of Ireland,Townland
410,Aghanvoneen,,Westmeath,Republic of Ireland,Townland
411,Aghany,Achanna,Galway,Republic of Ireland,Townland
412,Aghany,Achanna,Mayo,Republic of Ireland,Townland
413,Agharah,,Cavan,Republic of Ireland,Townland
414,Agharahan,,Cavan,Republic of Ireland,Townland
415,Agharanagh,Achadh Raithneach,Longford,Republic of Ireland,Townland
416,Agharann,Achadh Reanna,Leitrim,Republic of Ireland,Townland
417,Agharanny,,Westmeath,Republic of Ireland,Townland
418,Agharaskilly,,Cavan,Republic of Ireland,Townland
419,Aghards,,Kildare,Republic of Ireland,Townland
420,Aghareagh,Achadh Riabhach,Longford,Republic of Ireland,Townland
421,Aghareagh,Achadh Riabhach,Monaghan,Republic of Ireland,Townland
422,Aghareagh Bog,Eanach Achadh Riabhach,Longford,Republic of Ireland,Townland
423,Aghareagh East,Achadh Riabhach Thoir,Monaghan,Republic of Ireland,Townland
424,Aghareagh West,Achadh Riabhach Thiar,Monaghan,Republic of Ireland,Townland
425,Agharevagh East,,Westmeath,Republic of Ireland,Townland
426,Agharevagh West,,Westmeath,Republic of Ireland,Townland
427,Aghareville Lower,,Mayo,Republic of Ireland,Townland
428,Aghareville Upper,,Mayo,Republic of Ireland,Townland
429,Agharickard,Achadh Riocaird,Longford,Republic of Ireland,Townland
430,Agharinagh,Achadh Dhraighneach,Cork,Republic of Ireland,Townland
431,Agharoosky,Achadh Rúscaí,Leitrim,Republic of Ireland,Townland
432,Agharra,Eachara,Longford,Republic of Ireland,Townland
433,Agharroo,Achadh Choradh,Leitrim,Republic of Ireland,Townland
434,Agharrow,,Sligo,Republic of Ireland,Townland
435,Agharue,,Carlow,Republic of Ireland,Townland
436,Aghasheil,,Donegal,Republic of Ireland,Townland
437,Aghataharn,Achadh an tSathairn,Mayo,Republic of Ireland,Townland
438,Aghatamy,Achadh an tSamhaidh,Monaghan,Republic of Ireland,Townland
439,Aghatawny Lower,Achadh Tamhnaí Íochtarach,Leitrim,Republic of Ireland,Townland
440,Aghatawny Upper,Achadh Tamhnaí Uachtarach,Leitrim,Republic of Ireland,Townland
441,Aghateeduff,,Cavan,Republic of Ireland,Townland
442,Aghateemore Glebe,,Cavan,Republic of Ireland,Townland
443,Aghateggal,,Cavan,Republic of Ireland,Townland
444,Aghaterry,,Laois,Republic of Ireland,Townland
445,Aghateskin,Achadh an tSeiscinn,Monaghan,Republic of Ireland,Townland
446,Aghathomas,,Meath,Republic of Ireland,Townland
447,Aghatotan,,Cavan,Republic of Ireland,Townland
448,Aghatubbrid,,Donegal,Republic of Ireland,Townland
449,Aghatubrid,Achadh Tiobraid,Kerry,Republic of Ireland,Town/Village
450,Aghatubrid Beg,Achadh Tiobraide Beag,Cork,Republic of Ireland,Townland
451,Aghatubrid More,Achadh Tiobraide Mór,Cork,Republic of Ireland,Townland
452,Aghavadden,Achadh Mhadáin,Leitrim,Republic of Ireland,Townland
453,Aghavadden,Achadh Mhadáin,Longford,Republic of Ireland,Townland
454,Aghavaddy,,Cavan,Republic of Ireland,Townland
455,Aghavadrin,,Cavan,Republic of Ireland,Townland
456,Aghavannagh,,Wicklow,Republic of Ireland,Townland
457,Aghavannagh,,Wicklow,Republic of Ireland,Townland
458,Aghavannagh Mountain,,Wicklow,Republic of Ireland,Townland
459,Aghavannan Far,,Donegal,Republic of Ireland,Townland
460,Aghavannan Near,,Donegal,Republic of Ireland,Townland
461,Aghavanny,Achadh an Mhanaigh,Leitrim,Republic of Ireland,Townland
462,Aghavas,Achadh an Mheasa,Leitrim,Republic of Ireland,Town/Village
463,Aghaveagh,Achadh Bheithe,Donegal,Republic of Ireland,Townland
464,Aghaveans,,Cavan,Republic of Ireland,Townland
465,Aghavilla,Achadh an Bhile,Cavan,Republic of Ireland,Townland
466,Aghavilla,Achadh an Bhile,Leitrim,Republic of Ireland,Townland
467,Aghavilla,Achadh an Bhile,Monaghan,Republic of Ireland,Townland
468,Aghaville,Áth an Mhíl,Cork,Republic of Ireland,Townland
469,Aghaviller,Áth an Bhiolair,Kilkenny,Republic of Ireland,Townland
470,Aghavine,Áth Mhín,Cork,Republic of Ireland,Townland
471,Aghavoghil,Achadh Bhuachaill,Leitrim,Republic of Ireland,Townland
472,Aghavoher,Achadh an Mhothair,Cavan,Republic of Ireland,Townland
473,Aghavoneen,,Westmeath,Republic of Ireland,Townland
474,Aghavore,Achadh Mhór,Leitrim,Republic of Ireland,Townland
475,Aghavrin,Achadh Bhrain,Cork,Republic of Ireland,Townland
476,Aghawaracahill,,Roscommon,Republic of Ireland,Townland
477,Aghaward,Áth an Bhaird,Longford,Republic of Ireland,Townland
478,Aghaward,Achadh an Bhaird,Mayo,Republic of Ireland,Townland
479,Aghaway,,Cavan,Republic of Ireland,Townland
480,Aghawee,,Cavan,Republic of Ireland,Townland
481,Aghawee,,Donegal,Republic of Ireland,Townland
482,Aghaweely Lower,,Cavan,Republic of Ireland,Townland
483,Aghaweely Upper,,Cavan,Republic of Ireland,Townland
484,Aghaweenagh,,Cavan,Republic of Ireland,Townland
485,Aghawerriny,,Roscommon,Republic of Ireland,Townland
486,Aghawillin,Achadh an Mhuilinn,Leitrim,Republic of Ireland,Townland
487,Aghawillin,Achadh an Mhuilinn,Leitrim,Republic of Ireland,Townland
488,Aghawinnaun,Achadh an Bhuinneáin,Clare,Republic of Ireland,Townland
489,Aghawonan,,Cavan,Republic of Ireland,Townland
490,Aghawoney,,Donegal,Republic of Ireland,Townland
491,Aghayeevoge,Achadh Dhíobhóg,Donegal,Republic of Ireland,Townland
492,Aghclare,Áth Chláir,Kilkenny,Republic of Ireland,Townland
493,Aghcross,,Laois,Republic of Ireland,Townland
494,Aghduff,,Laois,Republic of Ireland,Townland
495,Agheeshal,Achadh Íseal,Monaghan,Republic of Ireland,Townland
496,Aghenderry,Achadh an Doire,Kilkenny,Republic of Ireland,Townland
497,Agher,Achair,Meath,Republic of Ireland,Townland
498,Agheracalkill,Eachaire Collchoille,Monaghan,Republic of Ireland,Townland
499,Agheragh,,Meath,Republic of Ireland,Townland
500,Agherakeltan,Eachaire Coillteán,Monaghan,Republic of Ireland,Townland
501,Agheralane,Eachaire Leathan,Monaghan,Republic of Ireland,Townland
502,Aghern East,Áth Cairn Thoir,Cork,Republic of Ireland,Townland
503,Aghern West,Áth Cairn Thiar,Cork,Republic of Ireland,Townland
504,Aghfarrell,Áth Fhearaíl,Dublin,Republic of Ireland,Townland
505,Aghfarrell,Áth Fhearaíl,Wicklow,Republic of Ireland,Townland
506,Aghills,An Achaill,Cork,Republic of Ireland,Townland
507,Aghilly And Lenynarnan,,Donegal,Republic of Ireland,Townland
508,Aghinaspick,Achadh an Easpaig,Longford,Republic of Ireland,Townland
509,Aghinillard,Achadh an Iolaird,Monaghan,Republic of Ireland,Townland
510,Aghinish,Eachinis,Mayo,Republic of Ireland,Townland
511,Aghinraheen,Achadh an Ráithín,Kilkenny,Republic of Ireland,Townland
512,Aghintamy,Achadh an Tamhain,Monaghan,Republic of Ireland,Townland
513,Aghintass,Achadh an Teasa,Leitrim,Republic of Ireland,Townland
514,Aghinteeduff,Achadh an Tí Duibh,Leitrim,Republic of Ireland,Townland
515,Aghintemple,Achadh an Teampaill,Longford,Republic of Ireland,Townland
516,Aghintober,Achadh an Tobair,Leitrim,Republic of Ireland,Townland
517,Aghlacon,Achadh Locha Chon,Leitrim,Republic of Ireland,Townland
518,Aghlattacru,Achadh Leachta Chraobha,Monaghan,Republic of Ireland,Townland
519,Aghleam,An Eachléim,Mayo,Republic of Ireland,Town/Village
520,Aghlehard,,Donegal,Republic of Ireland,Townland
521,Aghlem,,Donegal,Republic of Ireland,Townland
522,Aghlin,An Eachlainn,Leitrim,Republic of Ireland,Townland
523,Aghlisk,Eachlaisc,Galway,Republic of Ireland,Townland
524,Aghloonagh,,Roscommon,Republic of Ireland,Townland
525,Aghmacart,Achadh Mhic Airt,Laois,Republic of Ireland,Townland
526,Aghmagree,Achadh Mac Rí,Roscommon,Republic of Ireland,Townland
527,Aghmakerr,Achadh Mhic Céir,Monaghan,Republic of Ireland,Townland
528,Aghmanister And Spital,Achadh Mhainistreach agus An Spidéal,Cork,Republic of Ireland,Townland
529,Aghnabohy,,Westmeath,Republic of Ireland,Townland
530,Aghnacally,,Cavan,Republic of Ireland,Townland
531,Aghnacally Glebe,Achadh na Caillí,Longford,Republic of Ireland,Townland
532,Aghnaclea,Áth na Cloiche,Monaghan,Republic of Ireland,Townland
533,Aghnacliff,Achadh na Cloiche,Longford,Republic of Ireland,Town/Village
534,Aghnaclue,,Cavan,Republic of Ireland,Townland
535,Aghnacollia,Achadh na Coille,Cavan,Republic of Ireland,Townland
536,Aghnacor,,Cavan,Republic of Ireland,Townland
537,Aghnacranagh,Achadh na Cranncha,Longford,Republic of Ireland,Townland
538,Aghnacreevy,,Cavan,Republic of Ireland,Townland
539,Aghnacross,,Laois,Republic of Ireland,Townland
540,Aghnacross,Achadh na Croise,Leitrim,Republic of Ireland,Townland
541,Aghnacross,Áth na Croise,Longford,Republic of Ireland,Townland
542,Aghnacue,Achadh Mhic Aodha,Monaghan,Republic of Ireland,Townland
543,Aghnadamph,Achadh na nDamh,Monaghan,Republic of Ireland,Townland
544,Aghnadaragan,,Cavan,Republic of Ireland,Townland
545,Aghnadrung,,Cavan,Republic of Ireland,Townland
546,Aghnafarcan,Achadh Farcáin,Monaghan,Republic of Ireland,Townland
547,Aghnagap,Achadh na gCeap,Monaghan,Republic of Ireland,Townland
548,Aghnagarron,Achadh na gCeathrún,Longford,Republic of Ireland,Townland
549,Aghnagillagh,,Meath,Republic of Ireland,Townland
550,Aghnaglear,,Carlow,Republic of Ireland,Townland
551,Aghnaglogh,,Cavan,Republic of Ireland,Townland
552,Aghnaglogh,,Cavan,Republic of Ireland,Townland
553,Aghnaglogh,Achadh na gCloch,Monaghan,Republic of Ireland,Townland
554,Aghnagollop,Achadh na gColpach,Leitrim,Republic of Ireland,Townland
555,Aghnagore,Áth na nGabhar,Longford,Republic of Ireland,Townland
556,Aghnagrange,Achadh na Gráinsí,Roscommon,Republic of Ireland,Townland
557,Aghnagross,Áth na gCros,Offaly,Republic of Ireland,Townland
558,Aghnaguig,,Cavan,Republic of Ireland,Townland
559,Aghnaha,Eanach na hÁithe,Monaghan,Republic of Ireland,Townland
560,Aghnahaha,Achadh na hÁithe,Leitrim,Republic of Ireland,Townland
561,Aghnahaia Glebe,,Cavan,Republic of Ireland,Townland
562,Aghnahederny,Achadh na hEadarnaí,Cavan,Republic of Ireland,Townland
563,Aghnahily,,Laois,Republic of Ireland,Townland
564,Aghnahily Bog,,Laois,Republic of Ireland,Townland
565,Aghnahola,Achadh na hAbhla,Monaghan,Republic of Ireland,Townland
566,Aghnahoo,Achadh na hUamha,Leitrim,Republic of Ireland,Townland
567,Aghnahoo,Achadh na hUamha,Leitrim,Republic of Ireland,Townland
568,Aghnahoo Glebe,,Donegal,Republic of Ireland,Townland
569,Aghnahunshin,Achadh na hUinseann,Leitrim,Republic of Ireland,Townland
570,Aghnahunshin,Achadh na hUinseann,Monaghan,Republic of Ireland,Townland
571,Aghnakeeragh,,Donegal,Republic of Ireland,Townland
572,Aghnamaddoo,Achadh na Madadh,Longford,Republic of Ireland,Townland
573,Aghnamallagh,Achadh na Mallach,Monaghan,Republic of Ireland,Townland
574,Aghnamard,Achadh na mBard,Monaghan,Republic of Ireland,Townland
575,Aghnameadle,Áth na Méadal,Tipperary,Republic of Ireland,Townland
576,Aghnameal,Achadh Cúile Méala,Monaghan,Republic of Ireland,Townland
577,Aghnamona,Achadh na Móna,Leitrim,Republic of Ireland,Townland
578,Aghnamullen,Achadh na Muileann,Monaghan,Republic of Ireland,Town/Village
579,Aghnananagh,Achadh na nEanach,Offaly,Republic of Ireland,Townland
580,Aghnaneane,,Meath,Republic of Ireland,Townland
581,Aghnasedagh,Achadh na Séadach,Monaghan,Republic of Ireland,Townland
582,Aghnashalvy,Eachaire Sealbha,Monaghan,Republic of Ireland,Townland
583,Aghnashannagh,Achadh na Seannach,Longford,Republic of Ireland,Townland
584,Aghnashingan,Achadh na Seangán,Longford,Republic of Ireland,Townland
585,Aghnasillagh,Achadh na Saileach,Longford,Republic of Ireland,Townland
586,Aghnaskea,Achadh na Sceach,Longford,Republic of Ireland,Townland
587,Aghnaskea,Áth na Sciadh,Monaghan,Republic of Ireland,Townland
588,Aghnaskeagh,,Cavan,Republic of Ireland,Townland
589,Aghnaskeagh,Áth na Sceach,Louth,Republic of Ireland,Townland
590,Aghnaskerry,Achadh na Sceire,Cavan,Republic of Ireland,Townland
591,Aghnaskew,Achadh na Sciadh,Monaghan,Republic of Ireland,Townland
592,Aghnaskew,Achadh na Sciadh,Monaghan,Republic of Ireland,Townland
593,Aghnasullivan,,Westmeath,Republic of Ireland,Townland
594,Aghnasurn,,Roscommon,Republic of Ireland,Townland
595,Aghnavar,Achadh na bhFear,Monaghan,Republic of Ireland,Townland
596,Aghnavealoge,Achadh na bhFéithleog,Longford,Republic of Ireland,Townland
597,Aghody,Áth Odach,Offaly,Republic of Ireland,Townland
598,Aghoney,,Laois,Republic of Ireland,Townland
599,Aghoo,Achadh,Leitrim,Republic of Ireland,Townland
600,Aghoo,,Mayo,Republic of Ireland,Townland
601,Aghoo,,Roscommon,Republic of Ireland,Townland
602,Aghoo,Achadh,Sligo,Republic of Ireland,Townland
603,Aghoo East,Achadh Thoir,Leitrim,Republic of Ireland,Townland
604,Aghoos,Na hEachú,Mayo,Republic of Ireland,Townland
605,Aghoo West,Achadh Thiar,Leitrim,Republic of Ireland,Townland
606,Aghort,Athghort,Kerry,Republic of Ireland,Townland
607,Aghoutereery,Achadh Uachtair Thíre,Cavan,Republic of Ireland,Townland
608,Aghowle Lower,Achadh Abhall Íochtarach,Wicklow,Republic of Ireland,Townland
609,Aghowle Lower,Achadh Abhall Íochtarach,Wicklow,Republic of Ireland,Townland
610,Aghowle Upper,Achadh Abhall Uachtarach,Wicklow,Republic of Ireland,Townland
611,Aghowle Upper,Achadh Abhall Uachtarach,Wicklow,Republic of Ireland,Townland
612,Aghpaudeen,Áth Páidín,Kildare,Republic of Ireland,Townland
613,Aghraboy,An tAcra Buí,Offaly,Republic of Ireland,Townland
614,Aghrafinigan,,Roscommon,Republic of Ireland,Townland
615,Aghragh,An tAtharach,Donegal,Republic of Ireland,Townland
616,Aghrane,Achadh Raithin,Galway,Republic of Ireland,Townland
617,Aghsmear,Áth na Sméar,Tipperary,Republic of Ireland,Townland
618,Aghtaboy,,Mayo,Republic of Ireland,Townland
619,Aghuldred,,Westmeath,Republic of Ireland,Townland
620,Aghullaghy,,Cavan,Republic of Ireland,Townland
621,Aghwater,,Carlow,Republic of Ireland,Townland
622,Aghyohil Beg,Achadh Eochaille Beag,Cork,Republic of Ireland,Townland
623,Aghyohil More,Achadh Eochaille Mór,Cork,Republic of Ireland,Townland
624,Aghyowla,Achadh Abhla,Leitrim,Republic of Ireland,Townland
625,Aghyrassy,,Westmeath,Republic of Ireland,Townland
626,Aglish,An Eaglais,Clare,Republic of Ireland,Townland
627,Aglish,An Eaglais,Cork,Republic of Ireland,Townland
628,Aglish,An Eaglais,Kerry,Republic of Ireland,Townland
629,Aglish,An Eaglais,Kerry,Republic of Ireland,Townland
630,Aglish,An Eaglais,Tipperary,Republic of Ireland,Town/Village
631,Aglish,An Eaglais,Waterford,Republic of Ireland,Town/Village
632,Aglish North,An Eaglais Thuaidh,Kilkenny,Republic of Ireland,Townland
633,Aglish South,An Eaglais Theas,Kilkenny,Republic of Ireland,Townland
634,Agloragh,,Mayo,Republic of Ireland,Townland
635,Agrimhill,Fardhroim,Galway,Republic of Ireland,Townland
636,Ahabeg,Achadh Beag,Limerick,Republic of Ireland,Townland
637,Ahaclare,Áth an Chláir,Clare,Republic of Ireland,Townland
638,Ahacore,Áth an Chomhair,Limerick,Republic of Ireland,Townland
639,Ahadagh,Áth an Dá Each,Limerick,Republic of Ireland,Townland
640,Ahadallane,Áth an Dalláin,Cork,Republic of Ireland,Townland
641,Ahaga,Áth Aga,Clare,Republic of Ireland,Townland
642,Ahagilla,Achadh Gaibhle,Cork,Republic of Ireland,Townland
643,Ahaglaslin,Achadh Glaislinne,Cork,Republic of Ireland,Townland
644,Ahaglugger,Áth an Ghlugair,Galway,Republic of Ireland,Townland
645,Ahakeera,Achadh Caorach,Cork,Republic of Ireland,Townland
646,Ahakista,,Cork,Republic of Ireland,Town/Village
647,Ahalahana,Átha Leathana,Kerry,Republic of Ireland,Townland
648,Ahalisky,Achadh Loiscthe,Cork,Republic of Ireland,Townland
649,Ahanagh,Áth Eanach,Longford,Republic of Ireland,Townland
650,Ahanaglogh,Áthán na gCloch,Waterford,Republic of Ireland,Townland
651,Ahanduff Beg,An tÁthán Dubh Beag,Galway,Republic of Ireland,Townland
652,Ahanduff More,An tÁthán Dubh Mór,Galway,Republic of Ireland,Townland
653,Ahane,Áthán,Kerry,Republic of Ireland,Townland
654,Ahane,Áthán,Kerry,Republic of Ireland,Townland
655,Ahane,Áthán,Tipperary,Republic of Ireland,Townland
656,Ahane Beg,Áthán Beag,Cork,Republic of Ireland,Townland
657,Ahaneboy,Áthán Buí,Kerry,Republic of Ireland,Townland
658,Ahane Lower,Áthán Íochtarach,Cork,Republic of Ireland,Townland
659,Ahane Upper,Áthán Uachtarach,Cork,Republic of Ireland,Townland
660,Ahanroe,An tÁthán Rua,Mayo,Republic of Ireland,Townland
661,Ahanure North,Áth an Iúir Thuaidh,Kilkenny,Republic of Ireland,Townland
662,Ahanure South,Áth an Iúir Theas,Kilkenny,Republic of Ireland,Townland
663,Ahapouleen,Achadh Poll Lín,Galway,Republic of Ireland,Townland
664,Ahare,,Wexford,Republic of Ireland,Townland
665,Aharinaghbeg,Achadh Roighneach Beag,Clare,Republic of Ireland,Townland
666,Aharinaghmore,Achadh Roighneach Mór,Clare,Republic of Ireland,Townland
667,Aharney,,Laois,Republic of Ireland,Townland
668,Aharney,Áth Airne,Offaly,Republic of Ireland,Townland
669,Ahascra,,Kerry,Republic of Ireland,Townland
670,Ahascragh,Áth Eascrach,Galway,Republic of Ireland,Town/Village
671,Ahascragh East,Áth Eascrach Thoir,Galway,Republic of Ireland,Townland
672,Ahascragh West,Áth Eascrach Thiar,Galway,Republic of Ireland,Townland
673,Ahasla,,Clare,Republic of Ireland,Townland
674,Ahaun,An tÁthán,Galway,Republic of Ireland,Townland
675,Ahaun,Áthán,Kerry,Republic of Ireland,Townland
676,Ahaun,Áthán,Waterford,Republic of Ireland,Townland
677,Ahaun,Áthán,Waterford,Republic of Ireland,Townland
678,Ahaunboy North,An tÁthán Buí Thuaidh,Waterford,Republic of Ireland,Townland
679,Ahaunboy South,An tÁthán Buí Theas,Waterford,Republic of Ireland,Townland
680,Ahaveheen,Áth an Bheithín,Limerick,Republic of Ireland,Townland
681,Ahawilk,Áth an Mhoilc,Limerick,Republic of Ireland,Townland
682,Ahena,,Mayo,Republic of Ireland,Townland
683,Ahenny,Áth Eine,Tipperary,Republic of Ireland,Town/Village
684,Ahenny Little,Áth Eine Beag,Tipperary,Republic of Ireland,Townland
685,Aherla,An Eatharla,Cork,Republic of Ireland,Town/Village
686,Aherla Beg,An Eatharla Bheag,Cork,Republic of Ireland,Townland
687,Aherla More,An Eatharla Mhór,Cork,Republic of Ireland,Townland
688,Ahgloragh,An tÁth Glórach,Galway,Republic of Ireland,Townland
689,Ahidelake,Achadh Dalláin,Cork,Republic of Ireland,Townland
690,Ahil Beg,An Achaill Bheag,Cork,Republic of Ireland,Townland
691,Ahildotia,An Achaill Dóite,Cork,Republic of Ireland,Townland
692,Ahil More,An Achaill Mhór,Cork,Republic of Ireland,Townland
693,Ahimma,Áth Ime,Kerry,Republic of Ireland,Townland
694,Ahnagurra,Áth na gCuradh,Limerick,Republic of Ireland,Townland
695,Aighan,,Donegal,Republic of Ireland,Townland
696,Aighe,Áighe,Donegal,Republic of Ireland,Townland
697,Aillbrack,,Clare,Republic of Ireland,Townland
698,Ailldavore,Aill Dáith Mhóir,Clare,Republic of Ireland,Townland
699,Aille,An Aill,Galway,Republic of Ireland,Townland
700,Aille,An Aill,Galway,Republic of Ireland,Townland
701,Aille,An Aill,Galway,Republic of Ireland,Townland
702,Aille,An Aill,Mayo,Republic of Ireland,Townland
703,Aillebaun,An Aill Bhán,Mayo,Republic of Ireland,Townland
704,Aillebrack,An Aill Bhreac,Galway,Republic of Ireland,Townland
705,Aillemore,An Aill Mhór,Clare,Republic of Ireland,Townland
706,Aillemore,An Aill Mhór,Mayo,Republic of Ireland,Townland
707,Aillenacally,Aill na Caillí,Galway,Republic of Ireland,Townland
708,Aillenaveagh,Aill na bhFiach,Galway,Republic of Ireland,Townland
709,Aillroe Beg,An Aill Rua Bheag,Clare,Republic of Ireland,Townland
710,Aillroe More,An Aill Rua Mhór,Clare,Republic of Ireland,Townland
711,Aillvaun,An Aill Bhán,Clare,Republic of Ireland,Townland
712,Aillwee,An Aill Bhuí,Clare,Republic of Ireland,Townland
713,Airgloony,Iar Cluana,Galway,Republic of Ireland,Townland
